1000000,-40.62546158
2873750,-61.05931091
4747500,-60.95495605
6621250,-71.54977417
8495000,-68.27526855
10368750,-47.63549042
12242500,-48.25947571
14116250,-69.18408966
15990000,-72.50950623
17863750,-74.85171509
19737500,-69.04761505
21611250,-70.66984558
23485000,-58.73783875
25358750,-52.48540878
27232500,-62.9025116
29106250,-68.1231842
30980000,-64.4527359
32853750,-67.75559235
34727500,-32.42866516
36601250,-25.20057678
38475000,-54.32517242
40348750,-67.22969055
42222500,-75.85461426
44096250,-71.01052856
45970000,-45.1468277
47843750,-38.40604782
49717500,-65.56221008
51591250,-70.00483704
53465000,-62.64994049
55338750,-63.81848907
57212500,-64.99651337
59086250,-61.71574402
60960000,-62.76829529
62833750,-62.06508636
64707500,-61.47727203
66581250,-64.91869354
68455000,-65.64703369
70328750,-64.43961334
72202500,-35.78808594
74076250,-43.51915359
75950000,-66.99850464
77823750,-69.73448944
79697500,-64.18893433
81571250,-55.99858093
83445000,-26.54236221
85318750,-34.96849823
87192500,-73.37303162
89066250,-66.58486176
90940000,-61.59237671
92813750,-68.88771057
94687500,-62.64015961
96561250,-64.16144562
98435000,-64.54758453
100308750,-65.37176514
102182500,-67.30973053
104056250,-61.03813934
105930000,-61.53913116
107803750,-63.17861938
109677500,-63.52317047
111551250,-64.64447784
113425000,-65.19232941
115298750,-65.33857727
117172500,-68.3859787
119046250,-17.13219833
120920000,-16.99215317
122793750,-58.94177246
124667500,-60.23163605
126541250,-67.30588531
128415000,-66.96502686
130288750,-64.51831055
132162500,-60.0815506
134036250,-62.79524994
135910000,-64.06066895
137783750,-62.16900635
139657500,-63.76629639
141531250,-67.70355988
143405000,-62.56096649
145278750,-56.2230072
147152500,-65.21934509
149026250,-67.15525055
150900000,-68.68183899
152773750,-62.7888031
154647500,-6.684848785
156521250,2.193785667
158395000,-22.77196503
160268750,-65.4546814
162142500,-69.32305908
164016250,-65.94235229
165890000,-53.33493805
167763750,-44.74036789
169637500,-64.99986267
171511250,-65.64711761
173385000,-67.34724426
175258750,-63.68050385
177132500,-65.31560516
179006250,-64.87981415
180880000,-62.06228638
182753750,-67.19289398
184627500,-67.01079559
186501250,-67.0687027
188375000,-62.59951019
190248750,-55.28992462
192122500,-26.68039703
193996250,-33.30940628
195870000,-72.38380432
197743750,-67.75958252
199617500,-63.36833191
201491250,-63.40870667
203365000,-39.47660446
205238750,-46.48177719
207112500,-66.12075043
208986250,-64.21941376
210860000,-64.10372925
212733750,-64.01480865
214607500,-62.53440094
216481250,-67.84777832
218355000,-74.18903351
220228750,-67.83820343
222102500,-65.09592438
223976250,-67.92585754
225850000,-70.77896118
227723750,-41.56816483
229597500,-40.56205368
231471250,-65.38591766
233345000,-67.9998703
235218750,-66.07912445
237092500,-67.80255127
238966250,-36.35292816
240840000,-35.47891998
242713750,-64.549263
244587500,-63.15717316
246461250,-63.83372498
248335000,-62.0040741
250208750,-52.35624313
252082500,-52.0103302
253956250,-70.06690216
255830000,-65.29656982
257703750,-67.90332031
259577500,-69.38769531
261451250,-68.73992157
263325000,-66.56635284
265198750,-62.90036774
267072500,-61.78407288
268946250,-65.05197144
270820000,-66.5380249
272693750,-64.7006073
274567500,-30.08262634
276441250,-19.69792175
278315000,-41.5015564
280188750,-69.49977112
282062500,-67.95833588
283936250,-70.9057312
